status,severity,category,event_type,field,summary,observed,expected,evidence,examples,spec_source
INFO,Info,frequency,argumentationAnswerEvent,,unusually long gaps between records,"3 gap(s), longest 13h 36m",,13h 36m: wenyi090326-4.stratalog.logdata.json[7733] _id=6a9cc7c9485cab4c95405d68 ts=2026-09-06T01:54:17.7210000Z -> wenyi090326-4.stratalog.logdata.json[3011] _id=6a9d8743485cab4c9540826a ts=2026-09-06T15:31:15.6660000Z; 37m 5s: wenyi090326-4.stratalog.logdata.json[2504] _id=6a9d8a39485cab4c95408662 ts=2026-09-06T15:43:54.0150000Z -> wenyi090326-4.stratalog.logdata.json[497] _id=6a9d92eb485cab4c95409618 ts=2026-09-06T16:20:59.4760000Z; 12m 38s: wenyi090326-4.stratalog.logdata.json[3011] _id=6a9d8743485cab4c9540826a ts=2026-09-06T15:31:15.6660000Z -> wenyi090326-4.stratalog.logdata.json[2504] _id=6a9d8a39485cab4c95408662 ts=2026-09-06T15:43:54.0150000Z,,
INFO,Info,frequency,argumentationEvent,,unusually long gaps between records,"3 gap(s), longest 13h 36m",,13h 36m: wenyi090326-4.stratalog.logdata.json[7732] _id=6a9cc7c9485cab4c95405d6a ts=2026-09-06T01:54:17.7240000Z -> wenyi090326-4.stratalog.logdata.json[3056] _id=6a9d8724485cab4c95408210 ts=2026-09-06T15:30:44.9880000Z; 36m 27s: wenyi090326-4.stratalog.logdata.json[2500] _id=6a9d8a39485cab4c9540866a ts=2026-09-06T15:43:54.0500000Z -> wenyi090326-4.stratalog.logdata.json[531] _id=6a9d92c5485cab4c954095d4 ts=2026-09-06T16:20:21.8920000Z; 10m 20s: wenyi090326-4.stratalog.logdata.json[3010] _id=6a9d8743485cab4c9540826c ts=2026-09-06T15:31:15.6690000Z -> wenyi090326-4.stratalog.logdata.json[2557] _id=6a9d89af485cab4c954085f8 ts=2026-09-06T15:41:36.1690000Z,,
INFO,Info,frequency,argumentationEvent,,very rapid consecutive records (possible duplicates or multi-fire),2 interval(s) ≤ 0.031s..0.032s shown,,31ms: wenyi090326-4.stratalog.logdata.json[496] _id=6a9d92eb485cab4c9540961a ts=2026-09-06T16:20:59.4790000Z -> wenyi090326-4.stratalog.logdata.json[493] _id=6a9d92eb485cab4c95409620 ts=2026-09-06T16:20:59.5100000Z; 32ms: wenyi090326-4.stratalog.logdata.json[2503] _id=6a9d8a39485cab4c95408664 ts=2026-09-06T15:43:54.0180000Z -> wenyi090326-4.stratalog.logdata.json[2500] _id=6a9d8a39485cab4c9540866a ts=2026-09-06T15:43:54.0500000Z,,
INFO,Info,frequency,argumentationNodeEvent,,unusually long gaps between records,"3 gap(s), longest 13h 36m",,13h 36m: wenyi090326-4.stratalog.logdata.json[7735] _id=6a9cc7c7485cab4c95405d64 ts=2026-09-06T01:54:15.4870000Z -> wenyi090326-4.stratalog.logdata.json[3053] _id=6a9d8725485cab4c95408216 ts=2026-09-06T15:30:46.4850000Z; 36m 41s: wenyi090326-4.stratalog.logdata.json[2509] _id=6a9d8a2c485cab4c95408658 ts=2026-09-06T15:43:41.3420000Z -> wenyi090326-4.stratalog.logdata.json[528] _id=6a9d92c6485cab4c954095da ts=2026-09-06T16:20:23.1590000Z; 10m 23s: wenyi090326-4.stratalog.logdata.json[3014] _id=6a9d8741485cab4c95408264 ts=2026-09-06T15:31:13.7980000Z -> wenyi090326-4.stratalog.logdata.json[2553] _id=6a9d89b1485cab4c95408600 ts=2026-09-06T15:41:37.7350000Z,,
INFO,Info,frequency,argumentationNodeEvent,,very rapid consecutive records (possible duplicates or multi-fire),24 interval(s) ≤ 0.031s..0.033s shown,,31ms: wenyi090326-4.stratalog.logdata.json[7767] _id=6a9cc7b0485cab4c95405d24 ts=2026-09-06T01:53:52.6450000Z -> wenyi090326-4.stratalog.logdata.json[7766] _id=6a9cc7b0485cab4c95405d26 ts=2026-09-06T01:53:52.6760000Z; 32ms: wenyi090326-4.stratalog.logdata.json[7761] _id=6a9cc7b1485cab4c95405d30 ts=2026-09-06T01:53:53.8450000Z -> wenyi090326-4.stratalog.logdata.json[7760] _id=6a9cc7b1485cab4c95405d32 ts=2026-09-06T01:53:53.8770000Z; 33ms: wenyi090326-4.stratalog.logdata.json[2510] _id=6a9d8a2c485cab4c95408656 ts=2026-09-06T15:43:41.3090000Z -> wenyi090326-4.stratalog.logdata.json[2509] _id=6a9d8a2c485cab4c95408658 ts=2026-09-06T15:43:41.3420000Z,,
INFO,Info,frequency,argumentationToolEvent,,unusually long gaps between records,"2 gap(s), longest 13h 36m",,13h 36m: wenyi090326-4.stratalog.logdata.json[7734] _id=6a9cc7c8485cab4c95405d66 ts=2026-09-06T01:54:16.6210000Z -> wenyi090326-4.stratalog.logdata.json[3013] _id=6a9d8741485cab4c95408266 ts=2026-09-06T15:31:14.3980000Z; 12m 27s: wenyi090326-4.stratalog.logdata.json[3012] _id=6a9d8742485cab4c95408268 ts=2026-09-06T15:31:14.9980000Z -> wenyi090326-4.stratalog.logdata.json[2508] _id=6a9d8a2d485cab4c9540865a ts=2026-09-06T15:43:42.3760000Z,,
INFO,Info,frequency,gameStartEvent,,unusually long gaps between records,"5 gap(s), longest 13h 35m",,13h 35m: wenyi090326-4.stratalog.logdata.json[7641] _id=6a9cc89a485cab4c95405e22 ts=2026-09-06T01:57:46.9010000Z -> wenyi090326-4.stratalog.logdata.json[2929] _id=6a9d87a4485cab4c95408310 ts=2026-09-06T15:32:52.6980000Z; 1h 37m: wenyi090326-4.stratalog.logdata.json[8612] _id=6a9cb1c2485cab4c95405684 ts=2026-09-06T00:20:18.7820000Z -> wenyi090326-4.stratalog.logdata.json[7641] _id=6a9cc89a485cab4c95405e22 ts=2026-09-06T01:57:46.9010000Z; 23m 23s: wenyi090326-4.stratalog.logdata.json[1708] _id=6a9d8f41485cab4c95408ca0 ts=2026-09-06T16:05:21.5540000Z -> wenyi090326-4.stratalog.logdata.json[180] _id=6a9d94bc485cab4c95409894 ts=2026-09-06T16:28:44.7250000Z,,
INFO,Info,frequency,gameWindowFocusEvent,,unusually long gaps between records,"5 gap(s), longest 12h 41m",,12h 41m: wenyi090326-4.stratalog.logdata.json[4326] _id=6a9ccc63485cab4c9540780a ts=2026-09-06T02:13:55.8680000Z -> wenyi090326-4.stratalog.logdata.json[4093] _id=6a9d7ece485cab4c954079f6 ts=2026-09-06T14:55:11.2030000Z; 1h 20m: wenyi090326-4.stratalog.logdata.json[8613] _id=6a9cb170485cab4c95405680 ts=2026-09-06T00:18:56.5610000Z -> wenyi090326-4.stratalog.logdata.json[8078] _id=6a9cc466485cab4c95405ab4 ts=2026-09-06T01:39:50.9770000Z; 20m 42s: wenyi090326-4.stratalog.logdata.json[1695] _id=6a9d8f99485cab4c95408cbc ts=2026-09-06T16:06:49.3310000Z -> wenyi090326-4.stratalog.logdata.json[233] _id=6a9d9473485cab4c95409828 ts=2026-09-06T16:27:32.1920000Z,,
INFO,Info,frequency,gameWindowUnfocusEvent,,unusually long gaps between records,"9 gap(s), longest 11h 27m",,11h 27m: wenyi090326-4.stratalog.logdata.json[4094] _id=6a9cddc4485cab4c954079de ts=2026-09-06T03:28:03.8790000Z -> wenyi090326-4.stratalog.logdata.json[4092] _id=6a9d7ed1485cab4c954079f8 ts=2026-09-06T14:55:14.7830000Z; 1h 14m: wenyi090326-4.stratalog.logdata.json[4331] _id=6a9ccc50485cab4c95407800 ts=2026-09-06T02:13:36.3580000Z -> wenyi090326-4.stratalog.logdata.json[4094] _id=6a9cddc4485cab4c954079de ts=2026-09-06T03:28:03.8790000Z; 52m 12s: wenyi090326-4.stratalog.logdata.json[8614] _id=6a9cb16f485cab4c9540567e ts=2026-09-06T00:18:55.2830000Z -> wenyi090326-4.stratalog.logdata.json[8251] _id=6a9cbdab485cab4c9540595a ts=2026-09-06T01:11:08.1980000Z,,
INFO,Info,frequency,gameWindowUnfocusEvent,,very rapid consecutive records (possible duplicates or multi-fire),1 interval(s) ≤ 0.000s..0.000s shown,,0ms: wenyi090326-4.stratalog.logdata.json[2384] _id=6a9d8b88485cab4c95408754 ts=2026-09-06T15:49:28.9030000Z -> wenyi090326-4.stratalog.logdata.json[2383] _id=6a9d8b92485cab4c95408756 ts=2026-09-06T15:49:28.903Z,,
INFO,Info,frequency,questEvent,,unusually long gaps between records,"3 gap(s), longest 12h 39m",,12h 39m: wenyi090326-4.stratalog.logdata.json[4105] _id=6a9cce1f485cab4c954079c4 ts=2026-09-06T02:21:19.5630000Z -> wenyi090326-4.stratalog.logdata.json[3581] _id=6a9d8033485cab4c95407df6 ts=2026-09-06T15:01:08.8350000Z; 1h 21m: wenyi090326-4.stratalog.logdata.json[8562] _id=6a9cb20c485cab4c954056e8 ts=2026-09-06T00:21:33.0470000Z -> wenyi090326-4.stratalog.logdata.json[7981] _id=6a9cc510485cab4c95405b78 ts=2026-09-06T01:42:40.8180000Z; 21m 25s: wenyi090326-4.stratalog.logdata.json[3445] _id=6a9d823f485cab4c95407f06 ts=2026-09-06T15:09:52.6450000Z -> wenyi090326-4.stratalog.logdata.json[3006] _id=6a9d8745485cab4c95408274 ts=2026-09-06T15:31:17.8910000Z,,
INFO,Info,frequency,questEvent,,very rapid consecutive records (possible duplicates or multi-fire),10 interval(s) ≤ 0.001s..0.001s shown,,1ms: wenyi090326-4.stratalog.logdata.json[1044] _id=6a9d9151485cab4c954091d2 ts=2026-09-06T16:14:10.1630000Z -> wenyi090326-4.stratalog.logdata.json[1043] _id=6a9d9151485cab4c954091d4 ts=2026-09-06T16:14:10.1640000Z; 1ms: wenyi090326-4.stratalog.logdata.json[1170] _id=6a9d910e485cab4c954090d6 ts=2026-09-06T16:13:03.0360000Z -> wenyi090326-4.stratalog.logdata.json[1169] _id=6a9d910e485cab4c954090d8 ts=2026-09-06T16:13:03.0370000Z; 1ms: wenyi090326-4.stratalog.logdata.json[1276] _id=6a9d90d9485cab4c95409002 ts=2026-09-06T16:12:09.4480000Z -> wenyi090326-4.stratalog.logdata.json[1275] _id=6a9d90d9485cab4c95409004 ts=2026-09-06T16:12:09.4490000Z,,
INFO,Info,regression,,,baseline scene name(s) absent this build,Unit 5 Dev,"renamed scene, removed content, or reduced coverage",,,
INFO,Info,regression,,,scene name(s) not present in baseline,<missing sceneName>,"renamed scene, new content, or new coverage",,,
INFO,Info,regression,DEBUGMenu,,event type not present in baseline 08-31-26,2 records this build,new logging or newly exercised content — review,,,
INFO,Info,regression,DaniEvent,,record volume changed 0.0x vs baseline,2 records,42 in 08-31-26,"regression candidate: gameplay length, coverage, or logging-rate change",,
INFO,Info,regression,DaniEvent,data.toolName,baseline categorical value(s) not seen this build,Argumentation; Map,may simply not have been exercised — review,,,
INFO,Info,regression,DaniEvent,data.toolName,categorical value(s) not seen in baseline,,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,EndOfUnit,data.Unit,baseline categorical value(s) not seen this build,5,may simply not have been exercised — review,,,
INFO,Info,regression,InputEvent,data.actionType,baseline categorical value(s) not seen this build,Map,may simply not have been exercised — review,,,
INFO,Info,regression,InputEvent,data.actionType,categorical value(s) not seen in baseline,Pause; ToggleDebug,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,InputEvent,data.key,baseline categorical value(s) not seen this build,; m,may simply not have been exercised — review,,,
INFO,Info,regression,InputEvent,data.key,categorical value(s) not seen in baseline,backquote; tab,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,ObjectInterEvent,data.actionType,baseline categorical value(s) not seen this build,Press E; Press E to examine; Press E to pick up,may simply not have been exercised — review,,,
INFO,Info,regression,ObjectInterEvent,data.actionType,categorical value(s) not seen in baseline,Press E to place; Press E to place glyph; TurnOff,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,PuzzlePieceVisibleEvent,,record volume changed 3.2x vs baseline,3244 records,1018 in 08-31-26,"regression candidate: gameplay length, coverage, or logging-rate change",,
INFO,Info,regression,PuzzlePieceVisibleEvent,data.pieceId,categorical value(s) not seen in baseline,Evaporation Puzzle Piece A; Evaporation Puzzle Piece B; Evaporation Puzzle Piece C; Evaporation Puzzle Piece D; Evaporation Puzzle Slot A; Evaporation Puzzle Slot B; Evaporation Puzzle Slot C; Evaporation Puzzle Slot D,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,TerasGardenBox,data.actionType,baseline categorical value(s) not seen this build,soilSelected,may simply not have been exercised — review,,,
INFO,Info,regression,TerasGardenBox,data.actionType,categorical value(s) not seen in baseline,,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,TopographicMapEvent,,field(s) not present in baseline schema,data.legendName,,,,
INFO,Info,regression,TopographicMapEvent,data.actionType,baseline categorical value(s) not seen this build,WaypointMoveEvent,may simply not have been exercised — review,,,
INFO,Info,regression,TopographicMapEvent,data.actionType,categorical value(s) not seen in baseline,Selected; Unselected,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,TopographicMapEvent,data.featureUsed,categorical value(s) not seen in baseline,Legend,"new design, renamed value, or new coverage — review",,,
INFO,Info,regression,argumentationAnswerEvent,data.answerSubmitted,baseline categorical value(s) not seen this build,"C,D,3,II",may simply not have been exercised — review,,,
INFO,Info,regression,argumentationAnswerEvent,data.argumentationTitle,baseline categorical value(s) not seen this build,Unit 5,may simply not have been exercised — review,,,
INFO,Info,regression,argumentationEvent,data.argumentationDescription,baseline categorical value(s) not seen this build,Unit 5 - What happened to the water when in Aryn's collection tanks,may simply not have been exercised — review,,,
INFO,Info,regression,argumentationEvent,data.argumentationTitle,baseline categorical value(s) not seen this build,Unit 5,may simply not have been exercised — review,,,
INFO,Info,regression,argumentationNodeEvent,data.argumentationTitle,baseline categorical value(s) not seen this build,Unit 5,may simply not have been exercised — review,,,
INFO,Info,regression,argumentationToolEvent,data.argumentationTitle,baseline categorical value(s) not seen this build,Unit 5,may simply not have been exercised — review,,,
INFO,Info,regression,argumentationToolEvent,data.toolName,baseline categorical value(s) not seen this build,BackingInfoPanel - Evaporation Flow Diagram; BackingInfoPanel - Heat Added/Released Chart,may simply not have been exercised — review,,,
INFO,Info,regression,crash,,event type not present in baseline 08-31-26,2 records this build,new logging or newly exercised content — review,,,
INFO,Info,regression,questEvent,data.questID,baseline categorical value(s) not seen this build,44; 45; 51; 52; 53; 57,may simply not have been exercised — review,,,
INFO,Info,regression,questEvent,data.questName,baseline categorical value(s) not seen this build,Guru of Arguments; If I had a Nickel... - Floor 2; If I had a Nickel... - Floor 3; If I had a Nickel... - Floor 4; WAT Happened Here?; Water Problems Require Water Solutions,may simply not have been exercised — review,,,
INFO,Info,scenes,Soil Key Puzzle,,event observed in scene(s) not listed in the specification — specification review required,Unit 2 Prod (Refactor) (12 records),Unit 3 Dev; Unit 4 Dev,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,scenes,TerasGardenBox,,all observed scenes match the specification,Unit 4 Dev,,,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,scenes,soilMachine,,all observed scenes match the specification,Unit 4 Dev - Dungeon,,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,schema,DEBUGMenu,data.actionType,required field present in all records,2 of 2,,,,observed data
PASS,Info,schema,DEBUGMenu,data.isOpened,required field present in all records,2 of 2,,,,observed data
PASS,Info,schema,DaniEvent,data.actionType,required field present in all records,2 of 2,,,,08-13-26/Investigation-results/dani-event-investigation.md
PASS,Info,schema,DaniEvent,data.toolName,required field present in all records,2 of 2,,,,08-13-26/Investigation-results/dani-event-investigation.md
PASS,Info,schema,DialogueEvent,data.conversationId,required field present in all records,1655 of 1655,,,,observed data (dialogue-event PDF not machine-readable)
PASS,Info,schema,DialogueEvent,data.dialogueEventType,required field present in all records,1655 of 1655,,,,observed data (dialogue-event PDF not machine-readable)
PASS,Info,schema,DialogueEvent,data.nodeId,conditional field present when dialogueEventType='DialogueNodeEvent',1063 applicable records,,,,observed data (dialogue-event PDF not machine-readable)
PASS,Info,schema,EndOfUnit,data.Unit,required field present in all records,4 of 4,,,,observed data
PASS,Info,schema,InputEvent,data.Value,required field present in all records,2033 of 2033,,,,observed data (input-event PDF not machine-readable)
PASS,Info,schema,InputEvent,data.actionType,required field present in all records,2033 of 2033,,,,observed data (input-event PDF not machine-readable)
PASS,Info,schema,InputEvent,data.key,required field present in all records,2033 of 2033,,,,observed data (input-event PDF not machine-readable)
PASS,Info,schema,InputEvent,data.playerOrDrone,required field present in all records,2033 of 2033,,,,observed data (input-event PDF not machine-readable)
PASS,Info,schema,ObjectInterEvent,data.actionType,required field present in all records,253 of 253,,,,08-13-26/Investigation-results/objectinter-event-investigation.md
PASS,Info,schema,ObjectInterEvent,data.objectName,required field present in all records,253 of 253,,,,08-13-26/Investigation-results/objectinter-event-investigation.md
PASS,Info,schema,PlayerPositionEvent,data.position.x,required field present in all records,1280 of 1280,,,,08-13-26/Investigation-results/position-event-investigation.md
PASS,Info,schema,PlayerPositionEvent,data.position.y,required field present in all records,1280 of 1280,,,,08-13-26/Investigation-results/position-event-investigation.md
PASS,Info,schema,PlayerPositionEvent,data.position.z,required field present in all records,1280 of 1280,,,,08-13-26/Investigation-results/position-event-investigation.md
PASS,Info,schema,PuzzlePieceVisibleEvent,data.actionType,required field present in all records,3244 of 3244,,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,schema,PuzzlePieceVisibleEvent,data.pieceId,required field present in all records,3244 of 3244,,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,schema,PuzzlePieceVisibleEvent,data.timestamp,required field present in all records,3244 of 3244,,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,schema,Soil Key Puzzle,data.Unit,"conditional field present when Soil Key Puzzle Status=['Started', 'Finished']",8 applicable records,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,schema,Soil Key Puzzle,data.currentSoilType,"conditional field present when actionType=['LeftDrag', 'RightDrag']",30 applicable records,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,schema,Soil Key Puzzle,data.isCorrectSelection,"conditional field present when actionType=['LeftDrag', 'RightDrag']",30 applicable records,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,schema,Soil Key Puzzle,data.waterLevelStatus,"conditional field present when actionType=['LeftDrag', 'RightDrag']",30 applicable records,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,schema,Soil Key Puzzle,data.waterRetentionChange,"conditional field present when actionType=['LeftDrag', 'RightDrag']",30 applicable records,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,schema,TerasGardenBox,data.actionType,required field present in all records,6 of 6,,,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,schema,TerasGardenBox,data.boxId,conditional field present when actionType='cameraPlaced',3 applicable records,,,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,schema,TerasGardenBox,data.soilType,required field present in all records,6 of 6,,,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,schema,TopographicMapEvent,data.actionType,required field present in all records,22 of 22,,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
PASS,Info,schema,TopographicMapEvent,data.featureUsed,required field present in all records,22 of 22,,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
INFO,Info,schema,TopographicMapEvent,data.legendName,field present in only part of the records,3 of 22 records contain data.legendName,declare as conditional/optional in config if intended,,wenyi090326-4.stratalog.logdata.json[7533] _id=6a9cc94c485cab4c95405eb6 ts=2026-09-06T02:00:44.2580000Z | wenyi090326-4.stratalog.logdata.json[7527] _id=6a9cc951485cab4c95405ec2 ts=2026-09-06T02:00:49.5280000Z | wenyi090326-4.stratalog.logdata.json[4428] _id=6a9ccbe3485cab4c9540773e ts=2026-09-06T02:11:47.8380000Z,
PASS,Info,schema,argumentationAnswerEvent,data.actionType,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
PASS,Info,schema,argumentationAnswerEvent,data.answerSubmitted,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
PASS,Info,schema,argumentationAnswerEvent,data.argumentationTitle,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
PASS,Info,schema,argumentationEvent,data.actionType,required field present in all records,12 of 12,,,,08-13-26/Investigation-results/argumentation-event-investigation.md
PASS,Info,schema,argumentationEvent,data.argumentationDescription,required field present in all records,12 of 12,,,,08-13-26/Investigation-results/argumentation-event-investigation.md
PASS,Info,schema,argumentationEvent,data.argumentationTitle,required field present in all records,12 of 12,,,,08-13-26/Investigation-results/argumentation-event-investigation.md
PASS,Info,schema,argumentationNodeEvent,data.actionType,required field present in all records,125 of 125,,,,08-13-26/Investigation-results/argumentation-node-event-investigation.md
PASS,Info,schema,argumentationNodeEvent,data.argumentationTitle,required field present in all records,125 of 125,,,,08-13-26/Investigation-results/argumentation-node-event-investigation.md
PASS,Info,schema,argumentationNodeEvent,data.nodeName,required field present in all records,125 of 125,,,,08-13-26/Investigation-results/argumentation-node-event-investigation.md
PASS,Info,schema,argumentationToolEvent,data.actionType,required field present in all records,8 of 8,,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
PASS,Info,schema,argumentationToolEvent,data.argumentationTitle,required field present in all records,8 of 8,,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
PASS,Info,schema,argumentationToolEvent,data.toolName,required field present in all records,8 of 8,,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
PASS,Info,schema,chatEvent,data.chatID,required field present in all records,1 of 1,,,,08-13-26/Investigation-results/chat-event-investigation.md
PASS,Info,schema,questEvent,data.questEventType,required field present in all records,64 of 64,,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,schema,questEvent,data.questID,required field present in all records,64 of 64,,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,schema,questEvent,data.questName,required field present in all records,64 of 64,,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,schema,questEvent,data.questSuccessOrFailure,conditional field present when questEventType='questFinishEvent',29 applicable records,,,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,schema,questEvent,eventKey,eventKey matches its documented format,64 records checked,{data.questEventType}:{data.questID},,,08-13-26/Investigation-results/quest-event-investigation.md
PASS,Info,schema,soilMachine,data.actionType,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,schema,soilMachine,data.canisterType,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,schema,soilMachine,data.floor,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,schema,soilMachine,data.machine,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/soil-machine-investigation.md
PASS,Info,schema,soilMachine,data.row,required field present in all records,5 of 5,,,,08-13-26/Investigation-results/soil-machine-investigation.md
INFO,Info,semantics,DaniEvent,,known issue (tracked in config): toolName is sometimes an empty string (22 of 91 records on 08-13-26) — the tool being opened/closed cannot be identified for those records,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/dani-event-investigation.md
INFO,Info,semantics,ObjectInterEvent,,"known issue (tracked in config): actionType uses two phrasings for talking ('TalkTo' vs 'E to Talk') — naming inconsistency, not merged pending dev confirmation",,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/objectinter-event-investigation.md
INFO,Info,semantics,TerasGardenBox,,known issue (tracked in config): boxID (soilSelected) vs boxId (cameraPlaced) capitalization inconsistency — dashboards expecting one spelling will miss half the records; also see docs/issues_and_updates.md issue 1 (U4P6 box-id scheme mismatch),,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/tara-garden-box.md
PASS,Info,semantics,argumentationAnswerEvent,,sufficient information: Can the exact submitted argument be reconstructed?,"fields present: answerSubmitted, argumentationTitle",,,,08-13-26/Investigation-results/argumentation-answer-event-investigation.md
INFO,Info,semantics,argumentationEvent,,"known issue (tracked in config): U3 description string contains stray quoting: 'U3 – Pollution Upstream"" equals ""Where is the pollution site probably located?'",,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/argumentation-event-investigation.md
INFO,Info,semantics,argumentationToolEvent,,known issue (tracked in config): a truncated toolName 'BackingInfoPanel - ' (nothing after the hyphen) was observed on 08-13-26 in Unit 1 - Freshwater,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
INFO,Info,semantics,argumentationToolEvent,,known issue (tracked in config): far more opens than closes on 08-13-26 (12 vs 2) — closes appear under-logged,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
INFO,Info,semantics,chatEvent,,known issue (tracked in config): ScrollStart is logged under data.actionType but ScrollStop under data.actionKey — inconsistent field naming for the same interaction,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/chat-event-investigation.md
INFO,Info,semantics,chatEvent,,known issue (tracked in config): chatID is the string 'NA' for ScrollStart records,,verify whether it still occurs in this build (see schema/values findings),,,08-13-26/Investigation-results/chat-event-investigation.md
INFO,Info,semantics,gameStartEvent,,"known issue (tracked in config): data payload is {"""": true} — the field name is an empty string",,verify whether it still occurs in this build (see schema/values findings),,,observed data
INFO,Info,semantics,gameWindowFocusEvent,,"known issue (tracked in config): data payload is {"""": true} — the field name is an empty string",,verify whether it still occurs in this build (see schema/values findings),,,observed data
INFO,Info,semantics,gameWindowUnfocusEvent,,"known issue (tracked in config): data payload is {"""": false} — the field name is an empty string",,verify whether it still occurs in this build (see schema/values findings),,,observed data
PASS,Info,sequence,DaniEvent,actionType,tool open/close: open/close events pair correctly,1 open / 1 close,,,,08-13-26/Investigation-results/dani-event-investigation.md
INFO,Info,sequence,DialogueEvent,dialogueEventType,dialogue lifecycle: start(s) never finishd (may be legitimate at session end),"16 unmatched 'DialogueStartEvent' (totals: 298 start, 294 finish)",,,,observed data (dialogue-event PDF not machine-readable)
INFO,Info,sequence,PuzzlePieceVisibleEvent,actionType,camera centering: open(s) never closed (may be legitimate at session end),"38 unmatched 'BecameCameraCentered' (totals: 552 open, 531 close)",,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
INFO,Info,sequence,PuzzlePieceVisibleEvent,actionType,piece visibility: open(s) never closed (may be legitimate at session end),"83 unmatched 'BecameVisible' (totals: 1107 open, 1054 close)",,,,08-13-26/Investigation-results/puzzle-piece-visible-event.md
PASS,Info,sequence,Soil Key Puzzle,Soil Key Puzzle Status,puzzle start/finish: open/close events pair correctly,4 open / 4 close,,,,08-13-26/Investigation-results/soil-key-puzzle-investigation.md
PASS,Info,sequence,TopographicMapEvent,actionType,map open/close: open/close events pair correctly,8 open / 8 close,,,,08-13-26/Investigation-results/topographic-map-event-investigation.md
PASS,Info,sequence,argumentationNodeEvent,actionType,node hover: open/close events pair correctly,53 open / 53 close,,,,08-13-26/Investigation-results/argumentation-node-event-investigation.md
INFO,Info,sequence,argumentationToolEvent,actionType,backing-info panel: open(s) never closed (may be legitimate at session end),"6 unmatched 'argumentationToolOpen' (totals: 7 open, 1 close)",,,,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
INFO,Info,sequence,questEvent,questEventType,quest lifecycle: start(s) never finishd (may be legitimate at session end),"7 unmatched 'questActiveEvent' (totals: 35 start, 29 finish)",,,,08-13-26/Investigation-results/quest-event-investigation.md
