kind,eventType,ref,scene,data
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4001] _id=6a9d7fca485cab4c95407ab2 ts=2026-09-06T14:59:21.5990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:21.5990000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4000] _id=6a9d7fca485cab4c95407ab4 ts=2026-09-06T14:59:21.5990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:21.5990000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4002] _id=6a9d7fca485cab4c95407ab6 ts=2026-09-06T14:59:21.5990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:21.5990000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3909] _id=6a9d8017485cab4c95407b6a ts=2026-09-06T15:00:38.4550000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:38.4550000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3908] _id=6a9d8017485cab4c95407b6c ts=2026-09-06T15:00:38.4550000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:38.4550000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3882] _id=6a9d801a485cab4c95407b9a ts=2026-09-06T15:00:41.1560000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3883] _id=6a9d801a485cab4c95407b9c ts=2026-09-06T15:00:41.1560000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3881] _id=6a9d801a485cab4c95407b9e ts=2026-09-06T15:00:41.2220000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3880] _id=6a9d801a485cab4c95407ba0 ts=2026-09-06T15:00:41.2220000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:00:41.4560000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3821] _id=6a9d8020485cab4c95407c20 ts=2026-09-06T15:00:47.0900000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:47.0900000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3819] _id=6a9d8020485cab4c95407c22 ts=2026-09-06T15:00:47.0900000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:47.0900000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3783] _id=6a9d8024485cab4c95407c6a ts=2026-09-06T15:00:50.9610000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:50.9610000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3782] _id=6a9d8024485cab4c95407c6e ts=2026-09-06T15:00:50.9610000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:50.9610000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3759] _id=6a9d8025485cab4c95407c98 ts=2026-09-06T15:00:52.4610000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:52.4610000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3761] _id=6a9d8025485cab4c95407c9c ts=2026-09-06T15:00:52.4610000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:52.4610000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3726] _id=6a9d8028485cab4c95407cdc ts=2026-09-06T15:00:55.2290000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:55.2290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3724] _id=6a9d8028485cab4c95407ce0 ts=2026-09-06T15:00:55.2290000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:55.2290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3704] _id=6a9d802a485cab4c95407d0c ts=2026-09-06T15:00:55.9610000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:55.9610000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3703] _id=6a9d802a485cab4c95407d0e ts=2026-09-06T15:00:55.9610000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:55.9610000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3690] _id=6a9d802b485cab4c95407d20 ts=2026-09-06T15:00:57.0640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.0640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3691] _id=6a9d802b485cab4c95407d28 ts=2026-09-06T15:00:57.0640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.0640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3694] _id=6a9d802c485cab4c95407d2a ts=2026-09-06T15:00:57.0640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.0640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3686] _id=6a9d802c485cab4c95407d32 ts=2026-09-06T15:00:57.5970000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.7640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3685] _id=6a9d802c485cab4c95407d34 ts=2026-09-06T15:00:57.5970000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.7640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3683] _id=6a9d802c485cab4c95407d36 ts=2026-09-06T15:00:57.6300000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Watershed Piece 1"", ""timestamp"": ""2026-09-06T15:00:57.8640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3684] _id=6a9d802c485cab4c95407d38 ts=2026-09-06T15:00:57.6300000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Watershed Piece 1"", ""timestamp"": ""2026-09-06T15:00:57.8640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3681] _id=6a9d802c485cab4c95407d3e ts=2026-09-06T15:00:57.6630000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.8970000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3682] _id=6a9d802c485cab4c95407d40 ts=2026-09-06T15:00:57.6630000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:00:57.8970000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3679] _id=6a9d802c485cab4c95407d42 ts=2026-09-06T15:00:57.7640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Watershed Piece 3"", ""timestamp"": ""2026-09-06T15:00:57.9640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3680] _id=6a9d802d485cab4c95407d44 ts=2026-09-06T15:00:57.7640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Watershed Piece 3"", ""timestamp"": ""2026-09-06T15:00:57.9640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3662] _id=6a9d802e485cab4c95407d60 ts=2026-09-06T15:00:59.0310000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3661] _id=6a9d802e485cab4c95407d62 ts=2026-09-06T15:00:59.0310000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3657] _id=6a9d802e485cab4c95407d66 ts=2026-09-06T15:00:59.5300000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3658] _id=6a9d802e485cab4c95407d68 ts=2026-09-06T15:00:59.5300000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3655] _id=6a9d802f485cab4c95407d6a ts=2026-09-06T15:00:59.5640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3656] _id=6a9d802f485cab4c95407d6c ts=2026-09-06T15:00:59.5640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3654] _id=6a9d802f485cab4c95407d70 ts=2026-09-06T15:00:59.5640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3653] _id=6a9d802f485cab4c95407d72 ts=2026-09-06T15:00:59.5640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3650] _id=6a9d802f485cab4c95407d78 ts=2026-09-06T15:01:00.0300000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3649] _id=6a9d802f485cab4c95407d7a ts=2026-09-06T15:01:00.0300000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3647] _id=6a9d802f485cab4c95407d7c ts=2026-09-06T15:01:00.0630000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3648] _id=6a9d802f485cab4c95407d7e ts=2026-09-06T15:01:00.0630000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Watershed Piece 5"", ""timestamp"": ""2026-09-06T15:01:00.1320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3633] _id=6a9d8030485cab4c95407d98 ts=2026-09-06T15:01:01.6330000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:01:01.6330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3632] _id=6a9d8030485cab4c95407d9a ts=2026-09-06T15:01:01.6330000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Watershed Piece 2"", ""timestamp"": ""2026-09-06T15:01:01.6330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3606] _id=6a9d8031485cab4c95407dce ts=2026-09-06T15:01:04.5320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3599] _id=6a9d8031485cab4c95407dd0 ts=2026-09-06T15:01:04.5320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3601] _id=6a9d8032485cab4c95407dda ts=2026-09-06T15:01:04.5320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3609] _id=6a9d8032485cab4c95407ddc ts=2026-09-06T15:01:04.5320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3600] _id=6a9d8032485cab4c95407dde ts=2026-09-06T15:01:04.5320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5320000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3588] _id=6a9d8032485cab4c95407de8 ts=2026-09-06T15:01:04.5340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3594] _id=6a9d8032485cab4c95407dea ts=2026-09-06T15:01:04.5340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3591] _id=6a9d8032485cab4c95407df0 ts=2026-09-06T15:01:04.5340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3589] _id=6a9d8032485cab4c95407df2 ts=2026-09-06T15:01:04.5340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3590] _id=6a9d8032485cab4c95407df4 ts=2026-09-06T15:01:04.5340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:04.5340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3551] _id=6a9d8049485cab4c95407e30 ts=2026-09-06T15:01:30.3440000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:30.3440000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3552] _id=6a9d8049485cab4c95407e32 ts=2026-09-06T15:01:30.3440000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:30.3440000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[3550] _id=6a9d804a485cab4c95407e36 ts=2026-09-06T15:01:30.3440000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:01:30.3440000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[2321] _id=6a9d8ba8485cab4c954087d4 ts=2026-09-06T15:49:59.8310000Z,Unit 3 Dungeon Dev,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Piece 3"", ""timestamp"": ""2026-09-06T15:49:59.8310000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[2322] _id=6a9d8ba8485cab4c954087d6 ts=2026-09-06T15:49:59.8310000Z,Unit 3 Dungeon Dev,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Piece 3"", ""timestamp"": ""2026-09-06T15:49:59.8310000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[2303] _id=6a9d8bab485cab4c95408800 ts=2026-09-06T15:50:03.4990000Z,Unit 3 Dungeon Dev,"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:50:03.4990000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[2302] _id=6a9d8bac485cab4c95408802 ts=2026-09-06T15:50:03.4990000Z,Unit 3 Dungeon Dev,"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T15:50:03.4990000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[27] _id=6a9d957e485cab4c954099c6 ts=2026-09-06T16:31:58.1010000Z,Unit 5 Dev - Dungeon,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Evaporation Puzzle Slot A"", ""timestamp"": ""2026-09-06T16:31:58.1010000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[26] _id=6a9d957e485cab4c954099c8 ts=2026-09-06T16:31:58.1010000Z,Unit 5 Dev - Dungeon,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Evaporation Puzzle Slot A"", ""timestamp"": ""2026-09-06T16:31:58.1010000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7502] _id=6a9cc960485cab4c95405f48 ts=2026-09-06T02:00:57.9990000Z ~ wenyi090326-4.stratalog.logdata.json[7501] _id=6a9cc960485cab4c95405f4a ts=2026-09-06T02:00:58.0320000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7501] _id=6a9cc960485cab4c95405f4a ts=2026-09-06T02:00:58.0320000Z ~ wenyi090326-4.stratalog.logdata.json[7500] _id=6a9cc960485cab4c95405f4c ts=2026-09-06T02:00:58.3990000Z (367ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7500] _id=6a9cc960485cab4c95405f4c ts=2026-09-06T02:00:58.3990000Z ~ wenyi090326-4.stratalog.logdata.json[7499] _id=6a9cc960485cab4c95405f4e ts=2026-09-06T02:00:58.4320000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7497] _id=6a9cc960485cab4c95405f52 ts=2026-09-06T02:00:58.4320000Z ~ wenyi090326-4.stratalog.logdata.json[7495] _id=6a9cc960485cab4c95405f54 ts=2026-09-06T02:00:58.5660000Z (134ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7496] _id=6a9cc960485cab4c95405f56 ts=2026-09-06T02:00:58.5660000Z ~ wenyi090326-4.stratalog.logdata.json[7494] _id=6a9cc960485cab4c95405f58 ts=2026-09-06T02:00:59.0320000Z (466ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7494] _id=6a9cc960485cab4c95405f58 ts=2026-09-06T02:00:59.0320000Z ~ wenyi090326-4.stratalog.logdata.json[7493] _id=6a9cc960485cab4c95405f5a ts=2026-09-06T02:00:59.2330000Z (201ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7296] _id=6a9cc972485cab4c954060de ts=2026-09-06T02:01:21.4760000Z ~ wenyi090326-4.stratalog.logdata.json[7294] _id=6a9cc972485cab4c954060e0 ts=2026-09-06T02:01:21.5430000Z (67ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:01:21.5440000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7293] _id=6a9cc972485cab4c954060e2 ts=2026-09-06T02:01:21.5440000Z ~ wenyi090326-4.stratalog.logdata.json[7292] _id=6a9cc972485cab4c954060e4 ts=2026-09-06T02:01:21.5760000Z (32ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:01:21.5760000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6932] _id=6a9cc9a5485cab4c954063b8 ts=2026-09-06T02:02:09.5980000Z ~ wenyi090326-4.stratalog.logdata.json[6930] _id=6a9cc9a5485cab4c954063ba ts=2026-09-06T02:02:09.6290000Z (31ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6930] _id=6a9cc9a5485cab4c954063ba ts=2026-09-06T02:02:09.6290000Z ~ wenyi090326-4.stratalog.logdata.json[6929] _id=6a9cc9a5485cab4c954063bc ts=2026-09-06T02:02:09.6310000Z (2ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6929] _id=6a9cc9a5485cab4c954063bc ts=2026-09-06T02:02:09.6310000Z ~ wenyi090326-4.stratalog.logdata.json[6927] _id=6a9cc9a5485cab4c954063be ts=2026-09-06T02:02:09.9650000Z (334ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6926] _id=6a9cc9a5485cab4c954063c0 ts=2026-09-06T02:02:09.9650000Z ~ wenyi090326-4.stratalog.logdata.json[6925] _id=6a9cc9a5485cab4c954063c2 ts=2026-09-06T02:02:09.9960000Z (31ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
