kind,eventType,ref,scene,data
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[3999] _id=6a9b0bb7485cab4c953f9dc8 ts=2026-09-04T18:19:35.7210000Z ~ wenyi090326-2.stratalog.logdata.json[3997] _id=6a9b0bb7485cab4c953f9dcc ts=2026-09-04T18:19:35.9540000Z (233ms),Unit 2 Prod (Refactor),"{""actionType"": ""argumentationNodeHoverStart"", ""argumentationTitle"": ""Unit 2 – Watershed"", ""nodeName"": ""B""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[3998] _id=6a9b0bb7485cab4c953f9dca ts=2026-09-04T18:19:35.7880000Z ~ wenyi090326-2.stratalog.logdata.json[3996] _id=6a9b0bb7485cab4c953f9dce ts=2026-09-04T18:19:35.9880000Z (200ms),Unit 2 Prod (Refactor),"{""actionType"": ""argumentationNodeHoverEnd"", ""argumentationTitle"": ""Unit 2 – Watershed"", ""nodeName"": ""B""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[3629] _id=6a9b0dec485cab4c953fa278 ts=2026-09-04T18:29:00.3410000Z ~ wenyi090326-2.stratalog.logdata.json[3628] _id=6a9b0dec485cab4c953fa27a ts=2026-09-04T18:29:00.3740000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""argumentationNodeHoverEnd"", ""argumentationTitle"": ""Unit 2 – Watershed"", ""nodeName"": ""1""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[1262] _id=6a9b19c9485cab4c953fb592 ts=2026-09-04T19:19:37.7250000Z ~ wenyi090326-2.stratalog.logdata.json[1260] _id=6a9b19ca485cab4c953fb596 ts=2026-09-04T19:19:38.5910000Z (866ms),Unit 4 Dev - Anderson Base,"{""actionType"": ""argumentationNodeHoverStart"", ""argumentationTitle"": ""Unit 4 - Flooding"", ""nodeName"": ""A""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[1259] _id=6a9b19cc485cab4c953fb598 ts=2026-09-04T19:19:40.3260000Z ~ wenyi090326-2.stratalog.logdata.json[1256] _id=6a9b19cc485cab4c953fb59e ts=2026-09-04T19:19:40.9590000Z (633ms),Unit 4 Dev - Anderson Base,"{""actionType"": ""argumentationNodeHoverEnd"", ""argumentationTitle"": ""Unit 4 - Flooding"", ""nodeName"": ""A""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[285] _id=6a9b232b485cab4c953fc2e2 ts=2026-09-04T19:59:39.8870000Z ~ wenyi090326-2.stratalog.logdata.json[283] _id=6a9b232b485cab4c953fc2e6 ts=2026-09-04T19:59:40.1200000Z (233ms),Unit 5 Dev,"{""actionType"": ""argumentationNodeHoverStart"", ""argumentationTitle"": ""Unit 5"", ""nodeName"": ""II""}"
near,argumentationToolEvent,wenyi090326-2.stratalog.logdata.json[3616] _id=6a9b0df8485cab4c953fa2a2 ts=2026-09-04T18:29:12.6140000Z ~ wenyi090326-2.stratalog.logdata.json[3615] _id=6a9b0df9485cab4c953fa2a4 ts=2026-09-04T18:29:13.3140000Z (700ms),Unit 2 Prod (Refactor),"{""actionType"": ""argumentationToolOpen"", ""argumentationTitle"": ""Unit 2 – Watershed"", ""toolName"": ""BackingInfoPanel - Watershed Graph""}"
near,argumentationToolEvent,wenyi090326-2.stratalog.logdata.json[3614] _id=6a9b0df9485cab4c953fa2a6 ts=2026-09-04T18:29:14.1810000Z ~ wenyi090326-2.stratalog.logdata.json[3613] _id=6a9b0dfa485cab4c953fa2a8 ts=2026-09-04T18:29:14.8480000Z (667ms),Unit 2 Prod (Refactor),"{""actionType"": ""argumentationToolOpen"", ""argumentationTitle"": ""Unit 2 – Watershed"", ""toolName"": ""BackingInfoPanel - Waterfall Data""}"
near,argumentationToolEvent,wenyi090326-2.stratalog.logdata.json[3161] _id=6a9b10d1485cab4c953fa6b0 ts=2026-09-04T18:41:22.1280000Z ~ wenyi090326-2.stratalog.logdata.json[3160] _id=6a9b10d2485cab4c953fa6b2 ts=2026-09-04T18:41:22.6620000Z (534ms),Unit 3 Dev,"{""actionType"": ""argumentationToolOpen"", ""argumentationTitle"": ""Unit 3 - Pollution Upstream"", ""toolName"": ""BackingInfoPanel - Pollution Site Data""}"
near,argumentationToolEvent,wenyi090326-2.stratalog.logdata.json[3128] _id=6a9b1131485cab4c953fa6f2 ts=2026-09-04T18:42:57.9070000Z ~ wenyi090326-2.stratalog.logdata.json[3127] _id=6a9b1132485cab4c953fa6f4 ts=2026-09-04T18:42:58.4410000Z (534ms),Unit 3 Dev,"{""actionType"": ""argumentationToolOpen"", ""argumentationTitle"": ""Unit 3 - Pollution Upstream"", ""toolName"": ""BackingInfoPanel - Watershed Image""}"
near,argumentationToolEvent,wenyi090326-2.stratalog.logdata.json[289] _id=6a9b2329485cab4c953fc2d8 ts=2026-09-04T19:59:37.9860000Z ~ wenyi090326-2.stratalog.logdata.json[288] _id=6a9b232a485cab4c953fc2da ts=2026-09-04T19:59:38.3190000Z (333ms),Unit 5 Dev,"{""actionType"": ""argumentationToolOpen"", ""argumentationTitle"": ""Unit 5"", ""toolName"": ""BackingInfoPanel - Heat Added/Released Chart""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4031] _id=6a9b0bae485cab4c953f9d88 ts=2026-09-04T18:19:26.4500000Z ~ wenyi090326-2.stratalog.logdata.json[4029] _id=6a9b0bae485cab4c953f9d8c ts=2026-09-04T18:19:26.9830000Z (533ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4029] _id=6a9b0bae485cab4c953f9d8c ts=2026-09-04T18:19:26.9830000Z ~ wenyi090326-2.stratalog.logdata.json[4027] _id=6a9b0baf485cab4c953f9d90 ts=2026-09-04T18:19:27.5170000Z (534ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4027] _id=6a9b0baf485cab4c953f9d90 ts=2026-09-04T18:19:27.5170000Z ~ wenyi090326-2.stratalog.logdata.json[4025] _id=6a9b0baf485cab4c953f9d94 ts=2026-09-04T18:19:28.0510000Z (534ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4025] _id=6a9b0baf485cab4c953f9d94 ts=2026-09-04T18:19:28.0510000Z ~ wenyi090326-2.stratalog.logdata.json[4023] _id=6a9b0bb0485cab4c953f9d98 ts=2026-09-04T18:19:28.5180000Z (467ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4023] _id=6a9b0bb0485cab4c953f9d98 ts=2026-09-04T18:19:28.5180000Z ~ wenyi090326-2.stratalog.logdata.json[4021] _id=6a9b0bb0485cab4c953f9d9c ts=2026-09-04T18:19:28.9840000Z (466ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4021] _id=6a9b0bb0485cab4c953f9d9c ts=2026-09-04T18:19:28.9840000Z ~ wenyi090326-2.stratalog.logdata.json[4019] _id=6a9b0bb1485cab4c953f9da0 ts=2026-09-04T18:19:29.4510000Z (467ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4019] _id=6a9b0bb1485cab4c953f9da0 ts=2026-09-04T18:19:29.4510000Z ~ wenyi090326-2.stratalog.logdata.json[4018] _id=6a9b0bb1485cab4c953f9da2 ts=2026-09-04T18:19:29.5180000Z (67ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4017] _id=6a9b0bb1485cab4c953f9da4 ts=2026-09-04T18:19:29.6870000Z ~ wenyi090326-2.stratalog.logdata.json[4016] _id=6a9b0bb1485cab4c953f9da6 ts=2026-09-04T18:19:29.6880000Z (1ms),Unit 2 Prod (Refactor),"{""actionKey"": ""ScrollStop"", ""chatID"": ""[18-279, 18-116, 18-117, 18-243, 18-118, 74-21]""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4018] _id=6a9b0bb1485cab4c953f9da2 ts=2026-09-04T18:19:29.5180000Z ~ wenyi090326-2.stratalog.logdata.json[4015] _id=6a9b0bb1485cab4c953f9da8 ts=2026-09-04T18:19:29.9180000Z (400ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4015] _id=6a9b0bb1485cab4c953f9da8 ts=2026-09-04T18:19:29.9180000Z ~ wenyi090326-2.stratalog.logdata.json[4013] _id=6a9b0bb2485cab4c953f9dac ts=2026-09-04T18:19:30.3850000Z (467ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4013] _id=6a9b0bb2485cab4c953f9dac ts=2026-09-04T18:19:30.3850000Z ~ wenyi090326-2.stratalog.logdata.json[4011] _id=6a9b0bb2485cab4c953f9db0 ts=2026-09-04T18:19:30.8180000Z (433ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4011] _id=6a9b0bb2485cab4c953f9db0 ts=2026-09-04T18:19:30.8180000Z ~ wenyi090326-2.stratalog.logdata.json[4009] _id=6a9b0bb3485cab4c953f9db4 ts=2026-09-04T18:19:31.2850000Z (467ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4009] _id=6a9b0bb3485cab4c953f9db4 ts=2026-09-04T18:19:31.2850000Z ~ wenyi090326-2.stratalog.logdata.json[4007] _id=6a9b0bb3485cab4c953f9db8 ts=2026-09-04T18:19:31.7530000Z (468ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
near,chatEvent,wenyi090326-2.stratalog.logdata.json[4007] _id=6a9b0bb3485cab4c953f9db8 ts=2026-09-04T18:19:31.7530000Z ~ wenyi090326-2.stratalog.logdata.json[4005] _id=6a9b0bb4485cab4c953f9dbc ts=2026-09-04T18:19:32.2530000Z (500ms),Unit 2 Prod (Refactor),"{""actionType"": ""ScrollStart"", ""chatID"": ""NA""}"
exact,crash,wenyi090326-2.stratalog.logdata.json[5836] _id=6a9b14e9485cab4c953fac78 ts=?,,"{""isPWA"": true, ""message"": ""A user gesture is required to request Pointer Lock."", ""phase"": ""running"", ""stack"": """", ""type"": ""unhandled_rejection"", ""unitId"": ""unit4"", ""workspace"": ""dev""}"
exact,crash,wenyi090326-2.stratalog.logdata.json[5835] _id=6a9b16bf485cab4c953faee8 ts=?,,"{""isPWA"": true, ""message"": ""A user gesture is required to request Pointer Lock."", ""phase"": ""running"", ""stack"": """", ""type"": ""unhandled_rejection"", ""unitId"": ""unit4"", ""workspace"": ""dev""}"
near,gameWindowUnfocusEvent,wenyi090326-2.stratalog.logdata.json[3023] _id=6a9b11f3485cab4c953fa7c6 ts=2026-09-04T18:46:11.6570000Z ~ wenyi090326-2.stratalog.logdata.json[3022] _id=6a9b120b485cab4c953fa7c8 ts=2026-09-04T18:46:11.657Z (0ms),Unit 3 Dev,"{"""": false}"
exact,questEvent,wenyi090326-2.stratalog.logdata.json[212] _id=6a9b237f485cab4c953fc372 ts=2026-09-04T20:01:03.4260000Z,Unit 5 Dev,"{""questEventType"": ""questActiveEvent"", ""questID"": ""45"", ""questName"": ""Water Problems Require Water Solutions""}"
exact,questEvent,wenyi090326-2.stratalog.logdata.json[213] _id=6a9b237f485cab4c953fc374 ts=2026-09-04T20:01:03.4260000Z,Unit 5 Dev,"{""questEventType"": ""questActiveEvent"", ""questID"": ""45"", ""questName"": ""Water Problems Require Water Solutions""}"
near,questEvent,wenyi090326-2.stratalog.logdata.json[84] _id=6a9b2406485cab4c953fc474 ts=2026-09-04T20:03:18.6310000Z ~ wenyi090326-2.stratalog.logdata.json[82] _id=6a9b2406485cab4c953fc476 ts=2026-09-04T20:03:18.6320000Z (1ms),Unit 5 Dev,"{""questEventType"": ""questFinishEvent"", ""questID"": ""45"", ""questName"": ""Water Problems Require Water Solutions"", ""questSuccessOrFailure"": ""Succeeded""}"
