kind,eventType,ref,scene,data
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8445] _id=6aaaad1c485cab4c95453f4c ts=2026-09-16T14:52:11.8350000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:11.8350000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8446] _id=6aaaad1c485cab4c95453f50 ts=2026-09-16T14:52:11.8350000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:11.8350000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8443] _id=6aaaad1c485cab4c95453f52 ts=2026-09-16T14:52:11.8350000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:11.8350000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8444] _id=6aaaad1c485cab4c95453f54 ts=2026-09-16T14:52:11.8350000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:11.8350000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8428] _id=6aaaad1e485cab4c95453f76 ts=2026-09-16T14:52:12.6210000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:12.6210000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8429] _id=6aaaad1e485cab4c95453f78 ts=2026-09-16T14:52:12.6210000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:12.6210000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8416] _id=6aaaad1f485cab4c95453f8e ts=2026-09-16T14:52:13.3200000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:13.3200000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8415] _id=6aaaad1f485cab4c95453f90 ts=2026-09-16T14:52:13.3200000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:13.3200000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8350] _id=6aaaad25485cab4c95454018 ts=2026-09-16T14:52:18.2220000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:18.2220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8349] _id=6aaaad25485cab4c9545401a ts=2026-09-16T14:52:18.2220000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:18.2220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8329] _id=6aaaad25485cab4c95454036 ts=2026-09-16T14:52:19.2390000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:19.2390000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8330] _id=6aaaad26485cab4c95454038 ts=2026-09-16T14:52:19.2390000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:19.2390000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8333] _id=6aaaad26485cab4c9545403e ts=2026-09-16T14:52:19.2390000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:19.2390000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8260] _id=6aaaad2c485cab4c954540c6 ts=2026-09-16T14:52:25.8430000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:25.8430000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8259] _id=6aaaad2c485cab4c954540c8 ts=2026-09-16T14:52:25.8430000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:25.8430000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8233] _id=6aaaad2e485cab4c954540f6 ts=2026-09-16T14:52:28.8280000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:28.8280000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8234] _id=6aaaad2e485cab4c954540fc ts=2026-09-16T14:52:28.8280000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:28.8280000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8220] _id=6aaaad2f485cab4c95454116 ts=2026-09-16T14:52:29.5770000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:29.5770000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8222] _id=6aaaad2f485cab4c9545411a ts=2026-09-16T14:52:29.5770000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:29.5770000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8201] _id=6aaaad31485cab4c9545413e ts=2026-09-16T14:52:30.9620000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:30.9620000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8202] _id=6aaaad31485cab4c95454144 ts=2026-09-16T14:52:30.9620000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:30.9620000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8180] _id=6aaaad32485cab4c95454168 ts=2026-09-16T14:52:32.1120000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:32.1120000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8181] _id=6aaaad32485cab4c9545416a ts=2026-09-16T14:52:32.1120000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:32.1120000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8120] _id=6aaaad44485cab4c954541dc ts=2026-09-16T14:52:51.8540000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:51.8540000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8112] _id=6aaaad44485cab4c954541de ts=2026-09-16T14:52:51.8540000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:51.8540000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8119] _id=6aaaad44485cab4c954541e0 ts=2026-09-16T14:52:51.8540000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:51.8540000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8114] _id=6aaaad44485cab4c954541e4 ts=2026-09-16T14:52:51.8540000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:51.8540000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8113] _id=6aaaad44485cab4c954541e8 ts=2026-09-16T14:52:51.8540000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:51.8540000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8101] _id=6aaaad7f485cab4c954541fa ts=2026-09-16T14:53:50.8520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:50.8520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8100] _id=6aaaad7f485cab4c954541fc ts=2026-09-16T14:53:50.8520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:50.8520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8099] _id=6aaaad7f485cab4c954541fe ts=2026-09-16T14:53:50.8520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:50.8520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8098] _id=6aaaad80485cab4c95454202 ts=2026-09-16T14:53:50.8520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:50.8520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8105] _id=6aaaad80485cab4c95454206 ts=2026-09-16T14:53:50.8520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:50.8520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8049] _id=6aaaad87485cab4c95454270 ts=2026-09-16T14:53:56.3380000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:56.3380000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8050] _id=6aaaad87485cab4c95454272 ts=2026-09-16T14:53:56.3380000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:56.3380000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8048] _id=6aaaad87485cab4c95454274 ts=2026-09-16T14:53:56.3380000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:56.3380000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8034] _id=6aaaad87485cab4c9545428e ts=2026-09-16T14:53:57.0200000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:57.0200000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8033] _id=6aaaad87485cab4c95454290 ts=2026-09-16T14:53:57.0200000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:57.0200000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8022] _id=6aaaad88485cab4c954542a2 ts=2026-09-16T14:53:57.9370000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:57.9370000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8021] _id=6aaaad88485cab4c954542a6 ts=2026-09-16T14:53:57.9370000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:57.9370000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7995] _id=6aaaad8b485cab4c954542e0 ts=2026-09-16T14:53:59.6890000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:59.6890000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7994] _id=6aaaad8b485cab4c954542e2 ts=2026-09-16T14:53:59.6890000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:59.6890000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7991] _id=6aaaad8b485cab4c954542e4 ts=2026-09-16T14:53:59.7050000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:59.7050000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7990] _id=6aaaad8b485cab4c954542ea ts=2026-09-16T14:53:59.7050000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:59.7050000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7993] _id=6aaaad8b485cab4c954542ec ts=2026-09-16T14:53:59.7050000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:53:59.7050000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7974] _id=6aaaad8c485cab4c95454308 ts=2026-09-16T14:54:00.4560000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:00.4560000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7975] _id=6aaaad8c485cab4c9545430a ts=2026-09-16T14:54:00.4560000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:00.4560000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7973] _id=6aaaad8c485cab4c9545430c ts=2026-09-16T14:54:00.4720000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:00.4720000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7972] _id=6aaaad8c485cab4c95454310 ts=2026-09-16T14:54:00.4720000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:00.4720000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7949] _id=6aaaad8d485cab4c95454334 ts=2026-09-16T14:54:02.1890000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:02.1890000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7952] _id=6aaaad8d485cab4c95454338 ts=2026-09-16T14:54:02.1890000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:02.1890000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7950] _id=6aaaad8e485cab4c9545433a ts=2026-09-16T14:54:02.1890000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:02.1890000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7902] _id=6aaaad91485cab4c9545439a ts=2026-09-16T14:54:05.4730000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.4730000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7901] _id=6aaaad91485cab4c954543a0 ts=2026-09-16T14:54:05.4730000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.4730000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7900] _id=6aaaad91485cab4c954543a2 ts=2026-09-16T14:54:05.4730000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.4730000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7893] _id=6aaaad92485cab4c954543ae ts=2026-09-16T14:54:05.9920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.9920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7892] _id=6aaaad92485cab4c954543b0 ts=2026-09-16T14:54:05.9920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.9920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7891] _id=6aaaad92485cab4c954543b2 ts=2026-09-16T14:54:05.9920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.9920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7890] _id=6aaaad92485cab4c954543b4 ts=2026-09-16T14:54:05.9920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:05.9920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7884] _id=6aaaad92485cab4c954543be ts=2026-09-16T14:54:08.0260000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:08.0260000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7881] _id=6aaaad92485cab4c954543c0 ts=2026-09-16T14:54:08.0260000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:08.0260000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7882] _id=6aaaad92485cab4c954543c4 ts=2026-09-16T14:54:08.0260000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:08.0260000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7883] _id=6aaaad93485cab4c954543c6 ts=2026-09-16T14:54:08.0260000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:08.0260000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7861] _id=6aaaad94485cab4c954543ea ts=2026-09-16T14:54:09.4430000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:09.4430000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7863] _id=6aaaad95485cab4c954543ec ts=2026-09-16T14:54:09.4430000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:09.4430000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7858] _id=6aaaad95485cab4c954543f0 ts=2026-09-16T14:54:09.4750000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:09.4750000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7857] _id=6aaaad95485cab4c954543f4 ts=2026-09-16T14:54:09.4750000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:09.4750000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7852] _id=6aaaad95485cab4c954543fa ts=2026-09-16T14:54:09.5090000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:09.5090000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7853] _id=6aaaad95485cab4c954543fe ts=2026-09-16T14:54:09.5090000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:09.5090000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7819] _id=6aaaad97485cab4c95454442 ts=2026-09-16T14:54:11.8950000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:11.8950000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7817] _id=6aaaad97485cab4c95454444 ts=2026-09-16T14:54:11.8950000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:11.8950000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7818] _id=6aaaad97485cab4c95454448 ts=2026-09-16T14:54:11.8950000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:11.8950000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7759] _id=6aaaad9b485cab4c954544b0 ts=2026-09-16T14:54:15.9460000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:15.9460000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7758] _id=6aaaad9c485cab4c954544b4 ts=2026-09-16T14:54:15.9460000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:15.9460000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7755] _id=6aaaad9c485cab4c954544b6 ts=2026-09-16T14:54:15.9630000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:15.9630000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7756] _id=6aaaad9c485cab4c954544ba ts=2026-09-16T14:54:15.9630000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:15.9630000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7733] _id=6aaaad9d485cab4c954544e6 ts=2026-09-16T14:54:16.9640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:16.9640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7731] _id=6aaaad9d485cab4c954544ea ts=2026-09-16T14:54:16.9640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:16.9640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7737] _id=6aaaad9d485cab4c954544ec ts=2026-09-16T14:54:16.9640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:16.9640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[7600] _id=6aaaadaf485cab4c954545f0 ts=2026-09-16T14:54:37.8250000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:54:37.8250000Z""}"
