Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
DialogueDatabase,,,,#fff200ff ---,#abeeebff bi-,#14ff00ff ---,#00aeffff b--
Global User Script

Conversations
ID,Title,Pictures,Description,Actor,Conversant,Overrides
18_Player_165,18,165,1,2,,,Let’s blow this popsicle stand.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},3132;408
18_DANI_166,18,166,2,1,,,Placing the waypoint for the western waterfall now.,False,Block,Normal,,"SetQuestEntryState(""Which Watershed?"", 12, ""active"");",,[],,,[],,82354d15-b752-496c-ba50-1e373525f974,{{omit}},{{omit}},3012;456
18_DANI_167,18,167,2,1,,,We need to collect the same three pieces of evidence about this waterfall.,False,Block,Normal,,"SetQuestEntryState(""Which Watershed?"", 12, ""success"");\nSetQuestEntryState(""Which Watershed?"", 13, ""active"");\nSetQuestEntryState(""Which Watershed?"", 14, ""active"");\nSetQuestEntryState(""Which Watershed?"", 15, ""active"");",,[],Plays when the player approaches the western waterfall marker,,[],,35c11332-02c6-4899-8430-2556ae536bcd,{{omit}},{{omit}},3012;540
18_DANI_168,18,168,2,1,,,"[em3]This waterfall is: pouring 100 Liters of water per second, is 20 meters tall and the salinity is 0.35%.[/em3]",False,Block,Normal,,,,[],,,[],,,{{omit}},{{omit}},3024;792
18_DANI_169,18,169,2,1,,,I have generated a table of the data you have collected from both waterfalls in the area. Please take note.,False,Block,Normal,,,,[],,,[],,12e0a4ae-b9ee-4b7e-9a7b-5a386ba1053f,{{omit}},{{omit}},3024;852
18_DANI_170,18,170,2,1,,,,False,Block,Normal,,,,[],,,[],,afa991ce-948a-4437-9a75-3bc0a11fd9cb,{{omit}},{{omit}},3024;900
18_DANI_173,18,173,2,1,,,Excellent timing–Captain Toppo is calling,False,Block,Normal,,,,[],,,[],,ed283f7e-588e-43bc-abd9-a68cf8e2b10b,{{omit}},{{omit}},3024;948
18_Toppo_174,18,174,5,1,,,"Deputy, I hope you’ve been collecting good evidence out there. I want you to get the drone back here and meet up with us, on the double.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},3024;1008
18_Player_175,18,175,1,5,,,"Yes, Captain.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},2928;1056
18_Toppo_176,18,176,5,1,,,"Toppo, out.",False,Block,Normal,,"SetQuestEntryState(""Which Watershed?"", 16, ""active"")",,[],,,[],,,{{omit}},{{omit}},2928;1140.877
18_Player_177,18,177,1,5,,,I’ll get around to it.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},3120;1056
18_Toppo_178,18,178,5,1,,,"You’d better. Toppo, out.",False,Block,Normal,,"SetQuestEntryState(""Which Watershed?"", 16, ""active"")",,[],,,[],,{{omit}},{{omit}},{{omit}},3120;1140
18_DANI_179,18,179,2,1,,,I do not have access to the door controls—I recommend investigating the room for a way forward.,False,Block,Normal,,,,[],Topographic glyph dialogue—triggers when the player enters the room with the glyph.,,[],,{{omit}},{{omit}},{{omit}},145.7582;1494.908
18_DANI_180,18,180,2,1,,,I believe the stone pieces on the floor may fit into the wall panels.,False,Block,Normal,,,,[],Plays if the player doesn't pick up a glyph piece for 15 seconds,,[],,{{omit}},{{omit}},{{omit}},501.8182;639.9766
18_DANI_181,18,181,2,1,,,Perhaps you could attempt to place one of those pieces on the floor into a wall panel.,False,Block,Normal,,,,[],Plays if the player doesn't pick up a glyph piece for 30 seconds,,[],,{{omit}},{{omit}},{{omit}},502.9547;689.9766
18_DANI_182,18,182,2,1,,,"Hey TK, place one of the pieces on the floor into a wall panel. We will observe what follows.",False,Block,Normal,,,,[],Plays if the player doesn't pick up a glyph piece for 60 seconds,,[],,{{omit}},{{omit}},{{omit}},502.9547;739.9766
18_DANI_183,18,183,2,1,,,"It appears that some pieces are in the correct location, but several still need to be rearranged. TK, I recommend continuing to work out the correct pattern.",False,Block,Normal,,,,[],Plays if the player placed 2-3 tiles incorrectly,,[],,{{omit}},{{omit}},{{omit}},502.9547;834.2947
18_DANI_184,18,184,2,1,,,"I believe we may need to reevaluate our approach. My optical sensors detect patterns on these pieces that resemble topographic maps. TK, what do you think?",False,Block,Normal,,,,[],Plays if the player placed > 3 tiles incorrectly,,[],,{{omit}},{{omit}},{{omit}},502.9547;884.2947
18_Player_185,18,185,1,2,,,Topographic map?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},506.3638;987.7039
18_Player_186,18,186,1,2,,,"Yeah, they actually do.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},506.3637;933.1584
18_DANI_187,18,187,2,1,,,"Topographic maps have contour lines that show elevation changes across terrain. Contour lines that are close together on a topographic map show steep slopes, and contour lines that are far apart show gentle slopes. ",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},506.3638;1037.704
18_DANI_188,18,188,2,1,,,"Several pieces are still not in the correct location. TK, have you tried matching the topographic map image to the corresponding landscape shape?",False,Block,Normal,,"Variable[""genericDialogueBoolean""] = true",,[],Plays if the player places 2-3 incorrect pieces,,[],,{{omit}},{{omit}},{{omit}},506.3638;1122.931
18_Player_189,18,189,1,2,,,Match them?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},506.3638;1172.931
18_DANI_190,18,190,2,1,,,"I believe the pieces that have silhouettes of landscapes correspond with the topographic map images. Match them by using what you know about reading topographic maps. The closer the contour lines, the steeper the slope.",False,Block,Normal,"Variable[""genericDialogueBoolean""] == true",,,[],,,[],,{{omit}},{{omit}},{{omit}},506.3638;1222.931
18_Player_191,18,191,1,2,,,Got it. Thanks!,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},505.2274;1397.931
18_DANI_192,18,192,2,1,,,I believe the aliens may have been attempting to demonstrate the connection between landscape features and topographic maps with this room. Try matching the topographic map image to the corresponding landscape shape.,False,Block,Normal,,"Variable[""genericDialogueBoolean""] = false",,[],Plays if the player places >3 incorrect pieces,,[],,{{omit}},{{omit}},{{omit}},504.0911;1282.022
18_DANI_193,18,193,2,1,,,The pieces that have silhouettes of landscapes correspond with the topographic map images. Match them by using what you know about reading topographic maps.  Where you see lines close together there are steep slopes in the landscape. Where you see lines far apart there are gentler slopes.,False,Block,Normal,"Variable[""genericDialogueBoolean""] == false",,,[],,,[],,{{omit}},{{omit}},{{omit}},507.5;1335.431
18_DANI_194,18,194,2,1,,,"Your logic is working. I believe you are getting closer to the solution, TK. Keep trying. ",False,Block,Normal,,,,[],Plays if the player places 2-3 incorrect pieces,,[],,{{omit}},{{omit}},{{omit}},505.2274;1486.566
18_DANI_195,18,195,2,1,,,"Several pieces appear to be in the incorrect location. TK, may we watch Toppo’s lesson again?",False,Block,Normal,,,,[],Plays if the player places >3 incorrect tiles,,[],,{{omit}},{{omit}},{{omit}},505.2274;1536.566
18_Player_196,18,196,1,2,,,"Sure, that might help.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},505.2274;1586.566
18_DANI_197,18,197,2,1,,,Streaming the video to your holo-watch.,False,Block,Normal,,,,[],Play the U1 Topography lesson after this line,,[],,{{omit}},{{omit}},{{omit}},505.2274;1636.566
18_Player_198,18,198,1,2,,,"Nah, I don't need to.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},505.2274;1697.929
18_DANI_199,18,199,2,1,,,"That is very close, TK. I believe you can solve it.",False,Block,Normal,,,,[],Plays if the player places 2-3 incorrect pieces,,[],,{{omit}},{{omit}},{{omit}},503.1511;1786.751
18_DANI_200,18,200,2,1,,,"Would you like me to assist, TK?",False,Block,Normal,,,,[],"Plays if the player placed >3 pieces incorrectly on the fourth attempt, or 2-3 incorrectly on the fifth attempt.",,[],,{{omit}},{{omit}},{{omit}},503.1511;1836.751
18_Player_201,18,201,1,2,,,"Sure, I'm stuck.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},503.1511;1886.751
18_DANI_202,18,202,2,1,,,Moving the pieces now.,False,Block,Normal,,,,[],Pieces fly to the correct locations and the puzzle is considered solved.,,[],,{{omit}},{{omit}},{{omit}},503.1511;1936.751
18_Player_203,18,203,1,2,,,"No, I'm okay.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},503.1511;1986.751
18_DANI_204,18,204,2,1,,,"I believe I have ascertained the key to this puzzle. Allow me to assist, TK… there. ",False,Block,Normal,,,,[],"Plays if the player placed >3 tiles incorrectly on the fifth attempt, or any incorrect tiles on the sixth. As with the above, the pieces fly to their correct locations and the puzzle is considered complete.",,[],,{{omit}},{{omit}},{{omit}},501.4562;2077.429
18_DANI_205,18,205,2,1,,,"Whoever designed this ensured the contour lines on each map piece matched the corresponding terrain. Where contour lines are close together you can see the terrain is steep, but where the contour lines are spread out the terrain is less drastically sloped. This information will be vital as we navigate the unexplored surface of this planet. If you ever want to review this info you can watch Toppo’s video in the reference menu here.",False,Block,Normal,,,,[],"Topography puzzle completed, DANI helped. Topography lesson from U1 plays after this.",,[],,{{omit}},{{omit}},{{omit}},146.162;1632.135
18_DANI_206,18,206,2,1,,,,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},146.162;1682.135
18_DANI_207,18,207,2,1,,,"We have finally solved this puzzle. TK, do you see what was left behind over there?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},146.162;1732.135
18_DANI_208,18,208,2,1,,,"Well done, TK. Not everyone is capable of solving a puzzle left by an ancient alien civilization. It appears the designers have rewarded you for your efforts.",False,Block,Normal,,,,[],Plays after the player solves the topography glyph,,[],,{{omit}},{{omit}},{{omit}},145.7582;1557.849
18_Anderson_209,18,209,4,1,,,You should have a mission control video on topographic maps. Do you want to watch it again? ,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},822.6625;876.9231
18_Player_210,18,210,1,4,,,"No, I'm good.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},937.264;942.8201
18_Player_211,18,211,1,4,,,Sure.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},718.8221;945.7552
18_Anderson_212,18,212,4,1,,,,False,Block,Normal,,,,[],,,[],,27ffefdf-df57-4c8f-b378-c899f8a897ca,{{omit}},{{omit}},728.5555;999.0836
18_DANI_213,18,213,2,1,,,"TK, this is the first time we have had more than one mission at a time. If you would like to turn mission tracking on or off, open the objectives interface and {{PLACEHOLDER - UI/CONTROL INDICATION NEEDED}}.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},815.5942;2064.058
18_DANI_214,18,214,2,1,,,"TK, this is an opportune moment to check on the recovery of your short-term memory: what is indicated by the contour lines being close together on a topographic map?",False,Block,Normal,,,,[],Plays after the player places a waypoint in the waypoint tutorial,,[],,{{omit}},{{omit}},{{omit}},894.2587;2190.441
18_Player_215,18,215,1,2,,,There are steep elevation changes.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},716.1765;2234.962
18_Player_216,18,216,1,2,,,There is flat land.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},894.2587;2240.441
18_Player_217,18,217,1,2,,,There is flat land.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},894.2587;2239.072
18_Player_218,18,218,1,2,,,I honestly don't know.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1076.45;2240.441
18_DANI_219,18,219,2,1,,,"Excellent, your short-term memory appears to be recovering well.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},716.1765;2284.962
18_DANI_220,18,220,2,1,,,"Where contour lines are close together, there are steep elevation changes. Let’s review the mission video on topographic maps. ",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},894.2587;2289.072
18_DANI_221,18,221,2,1,,,That is okay. Let’s review the mission video on topographic maps.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1076.45;2290.441
18_DANI_222,18,222,2,1,,,,False,Block,Normal,,,,[],,,[],,,{{omit}},{{omit}},894.2587;2339.071
18_DANI_223,18,223,2,1,,,"Remember to use your map. To open it, [press M/tap the Map button]..",False,Block,Normal,,,,[],"Plays if the player hasn’t found Toppo, checked the map, or received other feedback for 2 minutes",,[],,{{omit}},{{omit}},{{omit}},504.3099;519.3707
18_DANI_224,18,224,2,1,,,"We need to find Toppo soon, TK. Use your map to find an area on a hill at an elevation of approximately 90 feet.",False,Block,Normal,,,,[],Plays if the player hasn’t found Toppo in 5 minutes and hasn’t received other feedback for 2 minutes,,[],,{{omit}},{{omit}},{{omit}},504.3099;570.7405
18_DANI_225,18,225,2,1,,,Anderson said that Tera’s pod was beside a nearby river. Let’s look for a river closer to where we started.,False,Block,Normal,,,,[],If the player hits invisible walls while searching for Tera,,[],,{{omit}},{{omit}},{{omit}},1147.778;1168.91
18_DANI_226,18,226,2,1,,,This area has a fairly high elevation. We’re looking for an area with low elevation. Check your map and see if you can find any good candidates on the eastern shore of a river.,False,Block,Normal,,,,[],Plays if the player enters the higher elevation area to the north,,[],,{{omit}},{{omit}},{{omit}},1147.778;1218.91
18_DANI_227,18,227,2,1,,,"Tera’s pod crashed on the eastern shore of a river, but we’re on the western shore. We should make our way to the eastern shore of this river.  Check the compass rose on your map to find it.",False,Block,Normal,,,,[],Plays if the player goes to the western shore of the river,,[],,{{omit}},{{omit}},{{omit}},1148.648;1268.91
18_DANI_228,18,228,2,1,,,"Looks like you found an island, Tera's pod is not on an island. Check your map to see if you can find an area of around 0 feet elevation north of Toppo's location along a river.",False,Block,Normal,,,,[],Plays if the player goes to an island,,[],,{{omit}},{{omit}},{{omit}},1148.648;1318.91
18_DANI_229,18,229,2,1,,,"You found an area of low elevation on this river’s eastern shore, but I don’t see Tera’s pod anywhere. Check your map to see if there’s another area of low elevation along this same shoreline. Maybe Tera’s pod is there?",False,Block,Normal,,,,[],Plays if the player goes to the southeastern river bank,,[],,{{omit}},{{omit}},{{omit}},1148.648;1368.91
18_DANI_230,18,230,2,1,,,Try to find Tera as soon as you can. Use your map to find a river nearby then look for an area with an elevation of around 0 feet on its eastern shore.,False,Block,Normal,,,,[],Plays if the player hasn’t found Tera in 5 minutes and 2 minutes have passed since they received other feedback,,[],,{{omit}},{{omit}},{{omit}},1149.791;1417.767
18_DANI_231,18,231,2,1,,,Go ahead and place a waypoint where you believe Aryn may be.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1546.941;1410.644
18_DANI_232,18,232,2,1,,,Let’s go find Aryn.,False,Block,Normal,,,,[],Plays when the player opens their map after Anderson gives a clue to find Aryn.,,[],,{{omit}},{{omit}},{{omit}},1548.643;1463.885
18_DANI_233,18,233,2,1,,,Looks like you found a passage that cuts into a mountain but we’re looking for one that cuts all the way through to the other side. Check your map and see if you can find one.,False,Block,Normal,,,,[],Plays if the player goes to the southern mountain passage,,[],,{{omit}},{{omit}},{{omit}},1548.256;1514.814
18_DANI_234,18,234,2,1,,,I don’t see a steep mountain range over here anywhere. Open your map and see if you can find an area of even higher elevation that is surrounded by contour lines close together. Then you just need to find the passage through them!,False,Block,Normal,,,,[],Plays if the player goes to the western shore,,[],,{{omit}},{{omit}},{{omit}},1549.572;1563.498
18_DANI_235,18,235,2,1,,,"Looks like you found a small mountain, but Aryn crashed in a passage that runs through a mountain range. Look for a path that passes through several mountains joined together.",False,Block,Normal,,,,[],Plays if the player goes to the northwest mountain,,[],,{{omit}},{{omit}},{{omit}},1546.94;1617.446
18_DANI_236,18,236,2,1,,,"Great, a mountain range! Let’s look for a passage like this somewhere on the map that cuts all the way through the mountains.",False,Block,Normal,,,,[],Plays if the player goes to a different part of the mountain range,,[],,{{omit}},{{omit}},{{omit}},1546.94;1672.71
18_DANI_237,18,237,2,1,,,Aryn might need our help. We should try to find him as soon as possible. Check your map and look for a mountain range with a passage that goes all the way through to the other side.,False,Block,Normal,,,,[],Plays if the player doesn't find Aryn for 5 minutes and doesn't hear other feedback for 2 minutes,,[],,{{omit}},{{omit}},{{omit}},1545.625;1724.026
18_DANI_238,18,238,2,1,,,"It appears the nanomachines have imparted me with the ability to project solid, tangible holograms. “Holids,” if you will. Please, use this holid key to interface with the panel.",False,Block,Normal,,,,[],After DANI projects the soil key for use.,,[],,{{omit}},{{omit}},{{omit}},1228.709;294.385
18_DANI_239,18,239,2,1,,,Try moving the bar at the bottom of the screen.,False,Block,Normal,,,,[],Plays if the player hasn't touched the soil key for 60 seconds,,[],,{{omit}},{{omit}},{{omit}},1152.683;1599.067
18_DANI_240,18,240,2,1,,,It looks like moving the bar affects the rate at which the water flows out of the pipe.,False,Block,Normal,,,,[],Plays if the player hasn't solved the soil key for 60 seconds,,[],,{{omit}},{{omit}},{{omit}},1152.683;1649.067
18_DANI_241,18,241,2,1,,,The green bar fills up when the water level stays between those teal lines. Maybe we should try to keep the water level within that range?,False,Block,Normal,,,,[],Plays if the player hasn't solved the soil key puzzle for 120 seconds,,[],,{{omit}},{{omit}},{{omit}},1152.683;1699.067
18_DANI_242,18,242,2,1,,,Moving the bar appears to affect the rate that water flows out of the pipe. Try moving the bar to keep the water level in between those teal lines. ,False,Block,Normal,,,,[],Plays if the player hasn't solved the soil key puzzle for 180 seconds,,[],,{{omit}},{{omit}},{{omit}},1152.683;1749.067
18_DANI_243,18,243,2,1,,,,False,Block,Normal,,,,[],Watershed Lesson Plays,,[],,,{{omit}},{{omit}},1244.732;988.162
18_DANI_244,18,244,2,1,,,There are stone fragments shaped like terrain on the ground. Perhaps you can place them somewhere?,False,Block,Normal,,,,[],Plays if the player hasn't touched the pieces after 15 seconds,,[],,{{omit}},{{omit}},{{omit}},1144.342;1837.429
18_DANI_245,18,245,2,1,,,These terrain pieces appear to be the same size and shape as the corresponding slots on the graph on the wall. ,False,Block,Normal,,,,[],Plays if the plyaer hasn't touched the pieces after 30 seconds,,[],,{{omit}},{{omit}},{{omit}},1144.342;1887.429
18_DANI_246,18,246,2,1,,,"TK, I would recommend placing a terrain piece into a slot beneath the graph on the wall.",False,Block,Normal,,,,[],Plays if the player hasn't interacted with the pieces after 60 seconds,,[],,{{omit}},{{omit}},{{omit}},1144.342;1937.429
18_DANI_247,18,247,2,1,,,"Based on my analysis, these terrain pieces must likely be arranged in the slots in a specific order. I recommend continuing until you find the correct pattern.",False,Block,Normal,,,,[],Plays if the player got any of the watershed tiles incorrectly,,[],,{{omit}},{{omit}},{{omit}},1146.3;2014.406
18_DANI_248,18,248,2,1,,,"I believe you are close to discovering the correct pattern, TK. ",False,Block,Normal,,,,[],Plays if the player placed 2-3 pieces incorrectly,,[],,{{omit}},{{omit}},{{omit}},1339.737;1398.232
18_DANI_249,18,249,2,1,,,These pieces resemble watersheds of varying size. Perhaps that is a clue to the correct order.,False,Block,Normal,,,,[],Plays if the player placed >3 pieces correctly,,[],,{{omit}},{{omit}},{{omit}},1339.737;1446.593
18_Player_250,18,250,1,2,,,Maybe it does...,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1339.737;1494.954
18_Player_251,18,251,1,2,,,Sizes of watersheds?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1339.737;1545.773
18_DANI_252,18,252,2,1,,,A watershed is an area of land that channels its water into a common body of water. They can vary greatly in size and shape,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1339.737;1595.773
18_DANI_253,18,253,2,1,,,"I believe you are close to the solution. Keep trying, TK.",False,Block,Normal,,,,[],Plays if the player places 2-3 pieces incorrectly,,[],,{{omit}},{{omit}},{{omit}},1341.377;1675.744
18_DANI_254,18,254,2,1,,,"Several pieces appear to be in the incorrect location. TK, may we watch Toppo’s lesson on watersheds again?",False,Block,Normal,,,,[],Plays if the player places >3 pieces incorrectly,,[],,{{omit}},{{omit}},{{omit}},1341.377;1725.744
18_Player_255,18,255,1,2,,,I don't think it'll help.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1341.377;1775.744
18_Player_256,18,256,1,2,,,Sure. Let's watch it.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1341.377;1829.862
18_DANI_257,18,257,2,1,,,Streaming the video to your holo-watch.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1341.377;1879.862
18_DANI_258,18,258,2,1,,,,False,Block,Normal,,,,[],Watershed Lesson Plays,,[],,{{omit}},{{omit}},{{omit}},1341.377;1929.862
18_DANI_259,18,259,2,1,,,You should try ordering the watershed pieces by size.,False,Block,Normal,,,,[],Plays if the player placed any incorrect pieces,,[],,{{omit}},{{omit}},{{omit}},1340.061;2012.757
18_DANI_260,18,260,2,1,,,"That is very close, TK. I believe you can solve it. ",False,Block,Normal,,,,[],Plays if the player placed 2-3 pieces incorrectly,,[],,{{omit}},{{omit}},{{omit}},1337.429;2100.915
18_DANI_261,18,261,2,1,,,"Would you like me to asist, TK?",False,Block,Normal,,,,[],Plays if the player placed >3 pieces incorrectly,,[],,{{omit}},{{omit}},{{omit}},1337.429;2149.599
18_Player_262,18,262,1,2,,,"No, I'm okay.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1337.429;2199.599
18_Player_263,18,263,1,2,,,"Sure, I'm stuck.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1336.114;2258.81
18_DANI_264,18,264,2,1,,,I believe I have ascertained the key to this puzzle. Moving pieces now. ,False,Block,Normal,,,,[],Also plays if the player has incorrect pieces placed after their sixth attempt. Accompanied by an animation of the pieces flying to their correct locations.,,[],,{{omit}},{{omit}},{{omit}},1336.114;2308.81
18_DANI_265,18,265,2,1,,,"Excellent solution, TK. It appears this graph demonstrates the relationship between watershed size and water flow. The larger a watershed, the more water that flows through it. Be certain to collect the glyph shard on the floor before we leave.",False,Block,Normal,,,,[],"Plays after solving the glyph, if DANI didn't help",,[],,{{omit}},{{omit}},{{omit}},1333.551;2439.831
18_DANI_266,18,266,2,1,,,I have ordered the watershed pieces from biggest to smallest size.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1332.374;2496.836
18_DANI_267,18,267,2,1,,,,False,Block,Normal,,,,[],Watershed Lesson Plays,,[],,{{omit}},{{omit}},{{omit}},1332.374;2546.836
18_DANI_268,18,268,2,1,,,"We have solved the puzzle. It appears this graph demonstrates the relationship between watershed size and water flow. The larger a watershed, the more water that flows through it. Be certain to collect the glyph shard on the floor before we leave. ",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1332.374;2596.836
18_Player_269,18,269,1,2,,,Agreed. We’ll look out for more nanomachines.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},38.37714;1029.009
18_Player_270,18,270,1,2,,,"I’ll help repair you, but I’m on the fence about these upgrades.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},239.3772;1031.009
18_DANI_271,18,271,2,1,,,"Thank you, TK.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},38.37714;1079.009
18_DANI_272,18,272,2,1,,,I understand. Please know that whatever upgrades the nanomachines add to the holo-watch will be used to help the crew through this crisis.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},239.3772;1081.009
18_DANI_273,18,273,2,1,,,Let’s continue to the next room.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},144.3772;1128.009
18_DANI_274,18,274,2,1,,,Affirmative.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1140.752;601.8842
18_DANI_275,18,275,2,1,,,I am unable to determine that at this time.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1347.214;602.559
18_DANI_276,18,276,2,1,,,"Assessment: existing on your holo-watch is a preferable experience over being incinerated in the Copernicus. Thank you, TK.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1245.822;786.5963
18_Player_277,18,277,1,2,,,That’s what friends are for.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1143.19;826.0699
18_Player_278,18,278,1,2,,,"Yeah, whatever.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1359.884;828.7838
18_DANI_279,18,279,2,1,,,"Now that I am restored, let’s proceed deeper into this temple and find Jasper.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1239.774;860.9811
18_DANI_280,18,280,2,1,,,,False,Block,Normal,,,Continue(),[],,,[],,{{omit}},{{omit}},{{omit}},840;204
18_Anderson_281,18,281,4,1,,,Did you get that?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},804;756
18_Anderson_282,18,282,4,1,,,"From there, I used the map compass to find out which side was the west side and headed towards the center of that region.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},804;708
18_DANI_283,18,283,2,1,,,[em5]Cadet Anderson clearly does not suffer a lack of self-confidence.[/em5],False,Block,Normal,,"SetQuestState(""Foraged Forging"", ""active"");\nSetQuestEntryState(""Foraged Forging"", 1, ""active"")",,[],,,[],,{{omit}},{{omit}},{{omit}},814.3043;2013.246
18_DANI_284,18,284,2,1,,,,False,Block,Normal,,,Continue(),[],,,[],,c3948994-bbb5-4024-a7ad-27a1a2c55020,{{omit}},{{omit}},3024;1212
18_DANI_286,18,286,2,1,,,,False,Block,Normal,,,Continue(),[],,,[],,2cdf19d9-1921-40a6-8001-a0e791dec941,{{omit}},{{omit}},1219.189;411.3341
18_DANI_287,18,287,2,1,WaypointHitsFOW,,I don’t have map data for that area yet. You should stick to areas I have information on.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},2760.292;1616.392
18_DANI_288,18,288,2,1,,,Let’s go find her.,False,Block,Normal,,,,[],Plays after the player has set a waypoint in the map. ,,[],,{{omit}},{{omit}},{{omit}},1146.396;1486.634
18_Player_289,18,289,1,2,,,,False,Block,Normal,,,Continue(),[],,,[],,{{omit}},{{omit}},{{omit}},2760.292;1666.392
18_Toppo_290,18,290,5,2,,,"Again, Jasper seems to think that [em4]the eastern watershed is the biggest one[/em4]. From the map, they appear to be a similar size, so we’ll need to make some measurements.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1681.143;606
19_Anderson_0,19,0,4,1,START,,,False,Block,Normal,,,None(),[],,,[],,{{omit}},{{omit}},{{omit}},592.7142;15.14285
19_Anderson_1,19,1,4,1,,,"Looks like you found all the scrap we need. Meanwhile, I’ve mastered using this alien forge. ",False,Block,Normal,"(CurrentQuestEntryState(""Foraged Forging"", 2) == ""active"") and (Variable[""currentScrap""] >= 5)","Variable[""currentScrap""] = Variable[""currentScrap""] - 5;\nSetQuestEntryState(""Foraged Forging"", 2, ""success"")",,[],,,[],,{{omit}},{{omit}},{{omit}},160;100.5714
19_Anderson_2,19,2,4,1,,,"See? Running like clockwork. TK, follow my lead and don’t get in the way.",False,Block,Normal,,,,[],"Preceded by an animation of Anderson pulling out a tool and putting on a welding visor, then turning to the player.",,[],,{{omit}},{{omit}},{{omit}},165.2467;193.0592
19_Anderson_4,19,4,4,1,,,"DANI, you and I are going to have a long conversation later about how we can use that alien ability. For now, TK, I could use more scrap from the Copernicus for some of my other projects, too. If you collect scrap and bring it back to me, I’ll let you be the beta tester for whatever I invent next. Deal?",False,Block,Normal,,"SetQuestState(""Foraged Forging"", ""success"");\nSetQuestState(""Reduce, Reuse, Recycle"", ""active"")",,[],,,[],,{{omit}},{{omit}},{{omit}},157.1364;682.8636
